,_,_,_,start_loc,end_loc,_,_,_,gene_info
"
145,Chromosome,ena,gene,169778,170575,.,+,.,"ID=gene:b0151;Name=fhuC;biotype=protein_coding;description=iron(3+)-hydroxamate import ABC transporter ATPase;gene_id=b0151;logic_name=ena
"
146,Chromosome,ena,gene,170575,171465,.,+,.,"ID=gene:b0152;Name=fhuD;biotype=protein_coding;description=iron(3+)-hydroxamate import ABC transporter periplasmic binding protein;gene_id=b0152;logic_name=ena
"
147,Chromosome,ena,gene,171462,173444,.,+,.,"ID=gene:b0153;Name=fhuB;biotype=protein_coding;description=iron(3+)-hydroxamate import ABC transporter permease;gene_id=b0153;logic_name=ena
"
148,Chromosome,ena,gene,173602,174882,.,-,.,"ID=gene:b0154;Name=hemL;biotype=protein_coding;description=glutamate-1-semialdehyde aminotransferase (aminomutase);gene_id=b0154;logic_name=ena
"
149,Chromosome,ena,gene,175107,176528,.,+,.,"ID=gene:b0155;Name=clcA;biotype=protein_coding;description=H(+)/Cl(-) exchange transporter;gene_id=b0155;logic_name=ena
"
150,Chromosome,ena,gene,176610,176954,.,+,.,"ID=gene:b0156;Name=erpA;biotype=protein_coding;description=iron-sulfur cluster insertion protein;gene_id=b0156;logic_name=ena
"
151,Chromosome,ena,gene,177001,177624,.,-,.,"ID=gene:b0157;Name=yadS;biotype=protein_coding;description=UPF0126 family inner membrane protein;gene_id=b0157;logic_name=ena
"
152,Chromosome,ena,gene,177662,178462,.,-,.,"ID=gene:b0158;Name=btuF;biotype=protein_coding;description=vitamin B12 ABC transporter periplasmic binding protein;gene_id=b0158;logic_name=ena
"
153,Chromosome,ena,gene,178455,179153,.,-,.,"ID=gene:b0159;Name=mtn;biotype=protein_coding;description=5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase;gene_id=b0159;logic_name=ena
"
154,Chromosome,ena,gene,179237,180754,.,+,.,"ID=gene:b0160;Name=dgt;biotype=protein_coding;description=deoxyguanosine triphosphate triphosphohydrolase;gene_id=b0160;logic_name=ena
"
155,Chromosome,ena,gene,180884,182308,.,+,.,"ID=gene:b0161;Name=degP;biotype=protein_coding;description=serine endoprotease (protease Do)%2C membrane-associated;gene_id=b0161;logic_name=ena
"
156,Chromosome,ena,gene,182463,183620,.,+,.,"ID=gene:b0162;Name=cdaR;biotype=protein_coding;description=carbohydrate diacid regulon transcriptional regulator%3B autoregulator;gene_id=b0162;logic_name=ena
"
157,Chromosome,ena,gene,183709,184095,.,-,.,"ID=gene:b0163;Name=yaeH;biotype=protein_coding;description=UPF0325 family protein;gene_id=b0163;logic_name=ena
"
158,Chromosome,ena,gene,184257,185069,.,-,.,"ID=gene:b0164;Name=yaeI;biotype=protein_coding;description=phosphodiesterase with model substrate bis-pNPP;gene_id=b0164;logic_name=ena
"
159,Chromosome,ena,gene,185123,185947,.,-,.,"ID=gene:b0166;Name=dapD;biotype=protein_coding;description=2%2C3%2C4%2C5-tetrahydropyridine-2-carboxylate N-succinyltransferase;gene_id=b0166;logic_name=ena
"
160,Chromosome,ena,gene,185978,188650,.,-,.,"ID=gene:b0167;Name=glnD;biotype=protein_coding;description=uridylyltransferase;gene_id=b0167;logic_name=ena
"
161,Chromosome,ena,gene,188712,189506,.,-,.,"ID=gene:b0168;Name=map;biotype=protein_coding;description=methionine aminopeptidase;gene_id=b0168;logic_name=ena
"
162,Chromosome,ena,gene,189874,190599,.,+,.,"ID=gene:b0169;Name=rpsB;biotype=protein_coding;description=30S ribosomal subunit protein S2;gene_id=b0169;logic_name=ena
"
163,Chromosome,ena,gene,190857,191708,.,+,.,"ID=gene:b0170;Name=tsf;biotype=protein_coding;description=translation elongation factor EF-Ts;gene_id=b0170;logic_name=ena
"
164,Chromosome,ena,gene,191855,192580,.,+,.,"ID=gene:b0171;Name=pyrH;biotype=protein_coding;description=uridylate kinase;gene_id=b0171;logic_name=ena
"
165,Chromosome,ena,gene,192872,193429,.,+,.,"ID=gene:b0172;Name=frr;biotype=protein_coding;description=ribosome recycling factor;gene_id=b0172;logic_name=ena
"
166,Chromosome,ena,gene,193521,194717,.,+,.,"ID=gene:b0173;Name=dxr;biotype=protein_coding;description=1-deoxy-D-xylulose 5-phosphate reductoisomerase;gene_id=b0173;logic_name=ena
"
167,Chromosome,ena,gene,194903,195664,.,+,.,"ID=gene:b0174;Name=ispU;biotype=protein_coding;description=undecaprenyl pyrophosphate synthase;gene_id=b0174;logic_name=ena
"
168,Chromosome,ena,gene,195677,196534,.,+,.,"ID=gene:b0175;Name=cdsA;biotype=protein_coding;description=CDP-diglyceride synthase;gene_id=b0175;logic_name=ena
"
169,Chromosome,ena,gene,196546,197898,.,+,.,"ID=gene:b0176;Name=rseP;biotype=protein_coding;description=inner membrane zinc RIP metalloprotease%3B RpoE activator%2C by degrading RseA%3B cleaved signal peptide endoprotease;gene_id=b0176;logic_name=ena
"
170,Chromosome,ena,gene,197928,200360,.,+,.,"ID=gene:b0177;Name=bamA;biotype=protein_coding;description=BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor;gene_id=b0177;logic_name=ena
"
171,Chromosome,ena,gene,200482,200967,.,+,.,"ID=gene:b0178;Name=skp;biotype=protein_coding;description=periplasmic chaperone;gene_id=b0178;logic_name=ena
"
172,Chromosome,ena,gene,200971,201996,.,+,.,"ID=gene:b0179;Name=lpxD;biotype=protein_coding;description=UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase;gene_id=b0179;logic_name=ena
"
173,Chromosome,ena,gene,202101,202556,.,+,.,"ID=gene:b0180;Name=fabZ;biotype=protein_coding;description=(3R)-hydroxymyristol acyl carrier protein dehydratase;gene_id=b0180;logic_name=ena
"
174,Chromosome,ena,gene,202560,203348,.,+,.,"ID=gene:b0181;Name=lpxA;biotype=protein_coding;description=UDP-N-acetylglucosamine acetyltransferase;gene_id=b0181;logic_name=ena
"
175,Chromosome,ena,gene,203348,204496,.,+,.,"ID=gene:b0182;Name=lpxB;biotype=protein_coding;description=tetraacyldisaccharide-1-P synthase;gene_id=b0182;logic_name=ena
"
176,Chromosome,ena,gene,204493,205089,.,+,.,"ID=gene:b0183;Name=rnhB;biotype=protein_coding;description=ribonuclease HII%2C degrades RNA of DNA-RNA hybrids;gene_id=b0183;logic_name=ena
"
177,Chromosome,ena,gene,205126,208608,.,+,.,"ID=gene:b0184;Name=dnaE;biotype=protein_coding;description=DNA polymerase III alpha subunit;gene_id=b0184;logic_name=ena
"
178,Chromosome,ena,gene,208621,209580,.,+,.,"ID=gene:b0185;Name=accA;biotype=protein_coding;description=acetyl-CoA carboxylase%2C carboxytransferase%2C alpha subunit;gene_id=b0185;logic_name=ena
"
179,Chromosome,ena,gene,209679,211820,.,+,.,"ID=gene:b0186;Name=ldcC;biotype=protein_coding;description=lysine decarboxylase 2%2C constitutive;gene_id=b0186;logic_name=ena
"
180,Chromosome,ena,gene,211877,212266,.,+,.,"ID=gene:b0187;Name=yaeR;biotype=protein_coding;description=putative lyase;gene_id=b0187;logic_name=ena
"
181,Chromosome,ena,gene,212331,213629,.,+,.,"ID=gene:b0188;Name=tilS;biotype=protein_coding;description=tRNA(Ile)-lysidine synthetase;gene_id=b0188;logic_name=ena
"
182,Chromosome,ena,gene,213678,213932,.,-,.,"ID=gene:b0189;Name=rof;biotype=protein_coding;description=modulator of Rho-dependent transcription termination;gene_id=b0189;logic_name=ena
"
183,Chromosome,ena,gene,213925,214125,.,-,.,"ID=gene:b4406;Name=yaeP;biotype=protein_coding;description=UPF0253 family protein;gene_id=b4406;logic_name=ena
"
184,Chromosome,ena,gene,214291,214836,.,+,.,"ID=gene:b0190;Name=yaeQ;biotype=protein_coding;description=PDDEXK superfamily protein;gene_id=b0190;logic_name=ena
"
185,Chromosome,ena,gene,214833,215255,.,+,.,"ID=gene:b0191;Name=arfB;biotype=protein_coding;description=alternative stalled-ribosome rescue factor B%3B peptidyl-tRNA hydrolase%2C ribosome-attached;gene_id=b0191;logic_name=ena
"
186,Chromosome,ena,gene,215269,215979,.,+,.,"ID=gene:b0192;Name=nlpE;biotype=protein_coding;description=lipoprotein involved with copper homeostasis and adhesion;gene_id=b0192;logic_name=ena
"
187,Chromosome,ena,gene,216179,217003,.,-,.,"ID=gene:b0193;Name=yaeF;biotype=protein_coding;description=putative lipoprotein;gene_id=b0193;logic_name=ena
"
188,Chromosome,ena,gene,217057,218775,.,-,.,"ID=gene:b0194;Name=proS;biotype=protein_coding;description=prolyl-tRNA synthetase;gene_id=b0194;logic_name=ena
"
189,Chromosome,ena,gene,218887,219594,.,-,.,"ID=gene:b0195;Name=tsaA;biotype=protein_coding;description=tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase%2C SAM-dependent;gene_id=b0195;logic_name=ena
"
190,Chromosome,ena,gene,219591,219995,.,-,.,"ID=gene:b0196;Name=rcsF;biotype=protein_coding;description=putative outer membrane protein;gene_id=b0196;logic_name=ena
"
191,Chromosome,ena,gene,220113,220928,.,-,.,"ID=gene:b0197;Name=metQ;biotype=protein_coding;description=DL-methionine transporter subunit;gene_id=b0197;logic_name=ena
"
192,Chromosome,ena,gene,220968,221621,.,-,.,"ID=gene:b0198;Name=metI;biotype=protein_coding;description=DL-methionine transporter subunit;gene_id=b0198;logic_name=ena
"
193,Chromosome,ena,gene,221614,222645,.,-,.,"ID=gene:b0199;Name=metN;biotype=protein_coding;description=DL-methionine transporter subunit;gene_id=b0199;logic_name=ena
"
194,Chromosome,ena,gene,222833,223408,.,+,.,"ID=gene:b0200;Name=gmhB;biotype=protein_coding;description=D%2CD-heptose 1%2C7-bisphosphate phosphatase;gene_id=b0200;logic_name=ena
"
195,Chromosome,ena,gene,229167,229970,.,+,.,"ID=gene:b0207;Name=dkgB;biotype=protein_coding;description=2%2C5-diketo-D-gluconate reductase B;gene_id=b0207;logic_name=ena
"
196,Chromosome,ena,gene,229967,230881,.,-,.,"ID=gene:b0208;Name=yafC;biotype=protein_coding;description=LysR family putative transcriptional regulator;gene_id=b0208;logic_name=ena
"
197,Chromosome,ena,gene,231122,231922,.,+,.,"ID=gene:b0209;Name=yafD;biotype=protein_coding;description=endo/exonuclease/phosphatase family protein;gene_id=b0209;logic_name=ena
"
198,Chromosome,ena,gene,231926,232549,.,+,.,"ID=gene:b0210;Name=yafE;biotype=protein_coding;description=putative S-adenosyl-L-methionine-dependent methyltransferase;gene_id=b0210;logic_name=ena
"
199,Chromosome,ena,gene,232597,233955,.,-,.,"ID=gene:b0211;Name=mltD;biotype=protein_coding;description=putative membrane-bound lytic murein transglycosylase D;gene_id=b0211;logic_name=ena
"
200,Chromosome,ena,gene,234027,234782,.,-,.,"ID=gene:b0212;Name=gloB;biotype=protein_coding;description=hydroxyacylglutathione hydrolase;gene_id=b0212;logic_name=ena
"
201,Chromosome,ena,gene,234816,235538,.,+,.,"ID=gene:b0213;Name=yafS;biotype=protein_coding;description=putative S-adenosyl-L-methionine-dependent methyltransferase;gene_id=b0213;logic_name=ena
"
202,Chromosome,ena,gene,235535,236002,.,-,.,"ID=gene:b0214;Name=rnhA;biotype=protein_coding;description=ribonuclease HI%2C degrades RNA of DNA-RNA hybrids;gene_id=b0214;logic_name=ena
"
203,Chromosome,ena,gene,236067,236798,.,+,.,"ID=gene:b0215;Name=dnaQ;biotype=protein_coding;description=DNA polymerase III epsilon subunit;gene_id=b0215;logic_name=ena
"
204,Chromosome,ena,gene,237335,238120,.,+,.,"ID=gene:b0217;Name=yafT;biotype=protein_coding;description=lipoprotein;gene_id=b0217;logic_name=ena
"
205,Chromosome,ena,gene,238257,238736,.,-,.,"ID=gene:b4586;Name=ykfM;biotype=protein_coding;description=lethality reduction protein%2C putative inner membrane protein;gene_id=b4586;logic_name=ena
"
206,Chromosome,ena,gene,239419,240189,.,-,.,"ID=gene:b0219;Name=yafV;biotype=protein_coding;description=putative NAD(P)-binding C-N hydrolase family amidase;gene_id=b0219;logic_name=ena
"
207,Chromosome,ena,gene,240343,240816,.,+,.,"ID=gene:b0220;Name=ivy;biotype=protein_coding;description=inhibitor of c-type lysozyme%2C periplasmic;gene_id=b0220;logic_name=ena
"
208,Chromosome,ena,gene,240859,243303,.,-,.,"ID=gene:b0221;Name=fadE;biotype=protein_coding;description=acyl coenzyme A dehydrogenase;gene_id=b0221;logic_name=ena
"
209,Chromosome,ena,gene,243543,244121,.,+,.,"ID=gene:b0222;Name=gmhA;biotype=protein_coding;description=D-sedoheptulose 7-phosphate isomerase;gene_id=b0222;logic_name=ena
"
210,Chromosome,ena,gene,244327,245094,.,+,.,"ID=gene:b0223;Name=yafJ;biotype=protein_coding;description=type 2 glutamine amidotransferase family protein;gene_id=b0223;logic_name=ena
"
211,Chromosome,ena,gene,245065,245805,.,-,.,"ID=gene:b0224;Name=yafK;biotype=protein_coding;description=L%2CD-transpeptidase-related protein;gene_id=b0224;logic_name=ena
"
212,Chromosome,ena,gene,245961,246239,.,-,.,"ID=gene:b0225;Name=yafQ;biotype=protein_coding;description=mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ;gene_id=b0225;logic_name=ena
"
213,Chromosome,ena,gene,246242,246502,.,-,.,"ID=gene:b0226;Name=dinJ;biotype=protein_coding;description=antitoxin of YafQ-DinJ toxin-antitoxin system;gene_id=b0226;logic_name=ena
"
214,Chromosome,ena,gene,246712,247461,.,+,.,"ID=gene:b0227;Name=yafL;biotype=protein_coding;description=putative lipoprotein and C40 family peptidase;gene_id=b0227;logic_name=ena
"
215,Chromosome,ena,gene,247637,248134,.,+,.,"ID=gene:b0228;Name=rayT;biotype=protein_coding;description=RAYT REP element-mobilizing transposase%3B TnpA(REP);gene_id=b0228;logic_name=ena
"
216,Chromosome,ena,gene,250898,251953,.,+,.,"ID=gene:b0231;Name=dinB;biotype=protein_coding;description=DNA polymerase IV;gene_id=b0231;logic_name=ena
"
217,Chromosome,ena,gene,252005,252298,.,+,.,"ID=gene:b0232;Name=yafN;biotype=protein_coding;description=antitoxin of the YafO-YafN toxin-antitoxin system;gene_id=b0232;logic_name=ena
"
218,Chromosome,ena,gene,252301,252699,.,+,.,"ID=gene:b0233;Name=yafO;biotype=protein_coding;description=mRNA interferase toxin of the YafO-YafN toxin-antitoxin system;gene_id=b0233;logic_name=ena
"
219,Chromosome,ena,gene,252709,253161,.,+,.,"ID=gene:b0234;Name=yafP;biotype=protein_coding;description=GNAT family putative N-acetyltransferase;gene_id=b0234;logic_name=ena
"
220,Chromosome,ena,gene,254259,255716,.,-,.,"ID=gene:b0237;Name=pepD;biotype=protein_coding;description=aminoacyl-histidine dipeptidase (peptidase D);gene_id=b0237;logic_name=ena
"
221,Chromosome,ena,gene,255977,256435,.,+,.,"ID=gene:b0238;Name=gpt;biotype=protein_coding;description=xanthine phosphoribosyltransferase%3B xanthine-guanine phosphoribosyltransferase;gene_id=b0238;logic_name=ena
"
222,Chromosome,ena,gene,256527,257771,.,+,.,"ID=gene:b0239;Name=frsA;biotype=protein_coding;description=fermentation-respiration switch protein%3B PTS Enzyme IIA(Glc)-binding protein%3B pNP-butyrate esterase activity;gene_id=b0239;logic_name=ena
"
223,Chromosome,ena,gene,259045,260100,.,-,.,"ID=gene:b0241;Name=phoE;biotype=protein_coding;description=outer membrane phosphoporin protein E;gene_id=b0241;logic_name=ena
"
224,Chromosome,ena,gene,260388,261491,.,+,.,"ID=gene:b0242;Name=proB;biotype=protein_coding;description=gamma-glutamate kinase;gene_id=b0242;logic_name=ena
"
225,Chromosome,ena,gene,261503,262756,.,+,.,"ID=gene:b0243;Name=proA;biotype=protein_coding;description=gamma-glutamylphosphate reductase;gene_id=b0243;logic_name=ena
"
226,Chromosome,ena,gene,263328,263669,.,-,.,"ID=gene:b0245;Name=ykfI;biotype=protein_coding;description=CP4-6 prophage%3B toxin of the YkfI-YafW toxin-antitoxin system;gene_id=b0245;logic_name=ena
"
227,Chromosome,ena,gene,263690,264007,.,-,.,"ID=gene:b0246;Name=yafW;biotype=protein_coding;description=CP4-6 prophage%3B antitoxin of the YkfI-YafW toxin-antitoxin system;gene_id=b0246;logic_name=ena
"
228,Chromosome,ena,gene,264026,264247,.,-,.,"ID=gene:b4504;Name=ykfH;biotype=protein_coding;description=uncharacterized protein;gene_id=b4504;logic_name=ena
"
229,Chromosome,ena,gene,264256,264732,.,-,.,"ID=gene:b0247;Name=ykfG;biotype=protein_coding;description=CP4-6 prophage%3B RadC-like JAB domain protein;gene_id=b0247;logic_name=ena
"
230,Chromosome,ena,gene,264748,265206,.,-,.,"ID=gene:b0248;Name=yafX;biotype=protein_coding;description=CP4-6 prophage%3B uncharacterized protein;gene_id=b0248;logic_name=ena
"
231,Chromosome,ena,gene,265304,265543,.,-,.,"ID=gene:b0249;Name=ykfF;biotype=protein_coding;description=CP4-6 prophage%3B uncharacterized protein;gene_id=b0249;logic_name=ena
"
232,Chromosome,ena,gene,265620,266087,.,-,.,"ID=gene:b0250;Name=ykfB;biotype=protein_coding;description=CP4-6 prophage%3B uncharacterized protein;gene_id=b0250;logic_name=ena
"
233,Chromosome,ena,gene,266110,266553,.,-,.,"ID=gene:b0251;Name=yafY;biotype=protein_coding;description=lipoprotein%2C inner membrane%3B degP regulator%3B CP4-6 prophage;gene_id=b0251;logic_name=ena
"
234,Chromosome,ena,gene,267184,268005,.,-,.,"ID=gene:b0252;Name=yafZ;biotype=protein_coding;description=CP4-6 prophage%3B conserved protein;gene_id=b0252;logic_name=ena
"
235,Chromosome,ena,gene,268097,268960,.,-,.,"ID=gene:b0253;Name=ykfA;biotype=protein_coding;description=CP4-6 prophage%3B putative GTP-binding protein;gene_id=b0253;logic_name=ena
"
236,Chromosome,ena,gene,269289,270182,.,-,.,"ID=gene:b0254;Name=perR;biotype=protein_coding;description=CP4-6 prophage%3B putative DNA-binding transcriptional regulator;gene_id=b0254;logic_name=ena
"
237,Chromosome,ena,gene,270603,271754,.,+,.,"ID=gene:b0256;Name=insI1;biotype=protein_coding;description=IS30 transposase;gene_id=b0256;logic_name=ena
"
238,Chromosome,ena,gene,274101,275117,.,-,.,"ID=gene:b0259;Name=insH1;biotype=protein_coding;description=IS5 transposase and trans-activator;gene_id=b0259;logic_name=ena
"
239,Chromosome,ena,gene,275325,276728,.,+,.,"ID=gene:b0260;Name=mmuP;biotype=protein_coding;description=CP4-6 prophage%3B putative S-methylmethionine transporter;gene_id=b0260;logic_name=ena
"
240,Chromosome,ena,gene,276715,277647,.,+,.,"ID=gene:b0261;Name=mmuM;biotype=protein_coding;description=CP4-6 prophage%3B S-methylmethionine:homocysteine methyltransferase;gene_id=b0261;logic_name=ena
"
241,Chromosome,ena,gene,277756,278802,.,-,.,"ID=gene:b0262;Name=afuC;biotype=protein_coding;description=CP4-6 prophage%3B putative ferric transporter subunit;gene_id=b0262;logic_name=ena
"
242,Chromosome,ena,gene,279178,279681,.,-,.,"ID=gene:b0264;Name=insB1;biotype=protein_coding;description=IS1 transposase B;gene_id=b0264;logic_name=ena
"
243,Chromosome,ena,gene,279600,279875,.,-,.,"ID=gene:b0265;Name=insA;biotype=protein_coding;description=IS1 repressor TnpA;gene_id=b0265;logic_name=ena
"
244,Chromosome,ena,gene,280829,281983,.,-,.,"ID=gene:b0267;Name=yagA;biotype=protein_coding;description=CP4-6 prophage%3B putative DNA-binding transcriptional regulator;gene_id=b0267;logic_name=ena
"
245,Chromosome,ena,gene,282278,283186,.,+,.,"ID=gene:b0268;Name=yagE;biotype=protein_coding;description=2-keto-3-deoxy gluconate (KDG) aldolase%3B CP4-6 prophage;gene_id=b0268;logic_name=ena
"
246,Chromosome,ena,gene,283201,285168,.,+,.,"ID=gene:b0269;Name=yagF;biotype=protein_coding;description=CP4-6 prophage%3B dehydratase family protein;gene_id=b0269;logic_name=ena
"
247,Chromosome,ena,gene,285395,286777,.,+,.,"ID=gene:b0270;Name=yagG;biotype=protein_coding;description=CP4-6 prophage%3B putative sugar transporter;gene_id=b0270;logic_name=ena
"
248,Chromosome,ena,gene,286789,288399,.,+,.,"ID=gene:b0271;Name=yagH;biotype=protein_coding;description=CP4-6 prophage%3B putative xylosidase/arabinosidase;gene_id=b0271;logic_name=ena
"
249,Chromosome,ena,gene,288404,289162,.,-,.,"ID=gene:b0272;Name=yagI;biotype=protein_coding;description=CP4-6 prophage%3B putative DNA-binding transcriptional regulator;gene_id=b0272;logic_name=ena
"
250,Chromosome,ena,gene,289301,290305,.,-,.,"ID=gene:b0273;Name=argF;biotype=protein_coding;description=ornithine carbamoyltransferase 2%2C chain F%3B CP4-6 prophage;gene_id=b0273;logic_name=ena
"
251,Chromosome,ena,gene,290649,291152,.,-,.,"ID=gene:b0274;Name=insB1;biotype=protein_coding;description=IS1 transposase B;gene_id=b0274;logic_name=ena
